제목,구분,카테고리,지역,연령,성별
[마감] 강동구1인가구지원센터 싱글동아리 참여자모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[북라이프] 1인가구 책쓰기 프로젝트 <나의 일상이 책이 되다>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
지역사회 안전망 구축 사업 '한울타리' 사업  참가자 모집,프로그램,외로움,강남구,"40,50,60,70,80,90,100","남성,여성"
[노원구] 1인가구의 '똑'소리 나는 경제생활,프로그램,경제/일자리,노원구,"20,30","남성,여성"
[광진구] 1인가구 자기방어 교육 프로그램 '셀프 디펜스',프로그램,안전,광진구,"20,30","남성,여성"
[구로구] 1인가구 건강루틴 챌린지 '당신근처의친구' (3기) (모집완료),프로그램,기타,구로구,"20,30,40,50","남성,여성"
[모집완료] 6월 특강 '주거정보통',프로그램,기타,구로구,"20,30,40,50","남성,여성"
[노원구] 1인가구 하고싶은 거 다 해!,소모임,외로움,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(모집완료)[서대문구] 비건채크(check) 1n 참여자 모집,프로그램,기타,서대문구,"0,10,20,20,30","남성,여성"
[외부활동] 샴푸바 또는 보석비누 만들기,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 심리상담 혼.확.행.(모집완료),프로그램,기타,영등포구,"0,10,20,20,30,40,50","남성,여성"
교육활동 (7월) 퍼스널 컬러 참여자 모집,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[중장년 1인가구 소셜다이닝 행복한 밥상] 소다부엌 2기_,프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
[마음건강] 당신의 오늘을 진단해보세요 (feat. 우울검사),프로그램,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 갓-생 프로젝트 1부(완료),프로그램,외로움,영등포구,"0,10,20,20,30,40,50","남성,여성"
[도봉구] 추분절기요리프로그램 '도봉부엌',프로그램,기타,도봉구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[구로구] 청년 1인가구 재무관리 교육 '1인생활백서' 추가 모집(모집완료),프로그램,기타,구로구,"20,30","남성,여성"
[모집마감] 1인가구 사회적관계망 지원사업 '서이추' 참여자 모집♥,소모임,기타,서대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
야너두 모을 수 있어(2030 비대면 재무교육),프로그램,경제/일자리,성북구,"20,30","남성,여성"
<모집 종료> 보다 더 특별한 1인가구 자조모임 'Fun Fun한 우리들의 모임',프로그램,기타,용산구,"0,10,20,20,30,40,50","남성,여성"
[노원구] 1인가구 적응지원 프로그램,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동작구] 1인가구 관계증진프로그램 '슬기로운1인생활' 참여자 모집 [대기신청],프로그램,기타,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
<모집 종료> 용산구 1인가구지원사업,프로그램,기타,용산구,"20,30,40,50","남성,여성"
"(모집완료)[서대문구]마포오랑과 함께 하는 취향의 발견<일상에서 만난 여행, 기록하기>",프로그램,기타,서대문구,"20,30","남성,여성"
여우락 페스티벌 관람,행사,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
성동구도시관리공단 1인 가구 지원 씽글(Single)벙글 혼라이프 운영 강좌 안내(7~8월),프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[강서구]1인가구 상담멘토링프로그램 멘토?멘티 모집,상담,외로움,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(모집완료)[중랑구] 1인가구지원사업 1인홈쿡(6~8월),프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[노원구] 스물하나서른아홉,상담,기타,노원구,"20,30","남성,여성"
중장년 1인가구 식사모임 '함밥웃음' (3월),프로그램,기타,구로구,"40,50,60,70,80,90,100","남성,여성"
집단상담 '관계의 미학',상담,외로움,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동대문구] 1인가구의 건강한 나들이 '나눔의 미덕',프로그램,외로움,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마감] 강동구1인가구지원센터 1인가구 재무관리 교육,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[커뮤니티사업]  <우리 센터 길라잡이> 참여자 모집,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
모두의 밥상,프로그램,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
4월 2차 멤버십 데이 청계산 등산!,행사,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"<모집 종료> 중장년1인가구 취미활동 프로그램 新중년의 품격, '같이 가치'",프로그램,기타,용산구,"40,50,60,70,80,90,100","남성,여성"
[광진구] 1인가구 적응지원 프로그램 '서포트 마이 라이프',프로그램,외로움,광진구,"20,30","남성,여성"
김앤장 사회공헌위원회와 함께하는 1인가구 '생생법률통',프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
서울시 1인가구 멘토링 프로그램,상담,외로움,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[관악구] 일.만.수.다.(10월-마크라메공예모임) 참여자모집 ★모집마감★,소모임,기타,관악구,"20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 중장년 재무 설계 및 노후 관리 교육,프로그램,경제/일자리,광진구,"40,50,60,70,80,90,100","남성,여성"
1인가구 사회적 관계망 지원(*동아리),소모임,외로움,성북구,"0,10,20,20,30,40,50","남성,여성"
서울시 1인가구 사회적관계망 동아리 모집,프로그램,외로움,은평구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[도봉구] 4060 비혼 1인가구 집단상담 '홀로서기:중간점검',상담,외로움,도봉구,"40,50,60,70,80,90,100","남성,여성"
4월 공공공감 플리마켓 안내,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[관악구] 나를 위한 운동처방(건강교육실습편) 참여자모집,프로그램,질병,관악구,"20,30,40,50,60,70,80,90,100","남성,여성"
[진행중] 24년 2월 정월대보름 절기행사 요리활동 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
사회환원 프로그램 '클래스메이트',프로그램,기타,광진구,"20,30,40,50,60,70,80,90,100","남성,여성"
[노원구] 전지적 1인가구 시점,프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동대문구] 1인가구 상담멘토링 멘티 모집,프로그램,외로움,동대문구,"20,30","남성,여성"
[동대문구] 서울시 자기돌봄 프로그램 '마음 근육 다지기',프로그램,기타,동대문구,"0,10,20,20,30,40,50","남성,여성"
강남구 1인가구 금연클리닉,상담,질병,강남구,"20,30,40,50,60,70,80,90,100","남성,여성"
[중랑구] 1인가구지원사업 사회적관계망 '서로이웃' 추가모집,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
인도로 떠나는 요리 인문학,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 상반기 사계절 김장하장 참여자 모집,프로그램,기타,성동구,"40,50","남성,여성"
사회적관계망지원사업'자조모임 모집',소모임,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[관악구] What's your M.B.T.I.<6월> 참여자모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[중랑구] 1인가구지원사업 신체활동(8월)_자기방어훈련,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[용산구] 1인가구 사회적관계망 형성지원사업 '쉐어 마이 라이프' - 자서전 쓰기,프로그램,기타,용산구,"40,50,60,70,80,90,100","남성,여성"
슬기로운 1인생활,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
강남구 1인가구 커뮤니티센터 <리필스테이션>,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
자기돌봄 '너와 나의 관계' - DISC 행동유형검사,프로그램,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
비양육부모 집단상담 '행복이음',프로그램,기타,도봉구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[주거복지] 1인가구 정리수납교육 <간단한 정리, 간편한 라이프> 참여자 모집",프로그램,주거,강남구,"20,30,40,50,60,70,80,90,100","남성,여성"
(모집완료)[중랑구] 1인가구지원사업_외부활동(공방체험),프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(종료) 2022년 성동구 [미술치료] 명사 초청 강연,프로그램,외로움,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
심리상담 프로그램 ‘마음산책’,상담,외로움,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 행복한 밥상 1기 참여자 모집,프로그램,기타,광진구,"40,50,60,70,80,90,100","남성,여성"
(종료) 1인가구 재난대응 이렇게 합시다!,프로그램,안전,성동구,"20,30,40,50","남성,여성"
[동대문구] 2022 자치구1인가구공모사업 ‘동일이의 나로서기’ 참여자 모집,프로그램,기타,동대문구,"20,30,40,50","남성,여성"
"[은평구] 중장년 1인가구를 위한 '같이, 드로잉'",프로그램,외로움,은평구,"40,50,60,70,80,90,100","남성,여성"
1인가구 안부전달 프로그램 ‘곁에 있음’,상담,외로움,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[도봉구] 여성안전교육 '자기방어훈련',프로그램,안전,도봉구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
[도봉구] 존중과 행복이 가득한 삶,프로그램,기타,도봉구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
생활 다도 (입문반),프로그램,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
2024년 1인가구 관계증진 프로그램 '슬기로운 1인생활' 참여자 모집,프로그램,기타,동작구,"0,10,20,20,30","남성,여성"
청년 1인가구 지원사업 '에코프렌즈',프로그램,외로움,강북구,"20,30","남성,여성"
<중구> 중장년 1인가구 소셜다이닝 '행복한 밥상' 3기 모집,프로그램,질병,중구,"40,50","남성,여성"
[마감] 「원룸넓게쓰기」 프로젝트 참여자 모집,프로그램,주거,강동구,"20,30","남성,여성"
[강북구] 중장년 1인가구 신체활동 증진 프로그램 '강북걷기' 모집,프로그램,외로움,강북구,"40,50","남성,여성"
1인가구 사례관리,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
동일이는 아름다워 추가 모집,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(모집완료)[중랑구]슬기로운의식주생활(노년편),프로그램,기타,중랑구,"60,70,80,90,100","남성,여성"
(마감) 중독 치료 상담,상담,질병,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
성수미술관 컬러링,프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 뿌꾸영화관 힐링시네톡(TALK)_9월 편,프로그램,기타,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"반려견 허브볼 테라피 '헬로, 마이독'",프로그램,기타,노원구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구인문학]평범한 일상에서 비범한 글쓰기,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[양천구] 1인가구 상담멘토링 프로그램 멘토?멘티 모집,상담,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동대문구] 1인가구 주거환경지원 ‘동일이의 러브하우스’,프로그램,주거,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
'내 마음을 부탁해' 집단 심리미술 프로그램 참여자 모집,프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
커뮤니티 프로그램 '노원프렌즈 1기',프로그램,외로움,노원구,"20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 사회적관계망 모임(동아리) 지원 공모,소모임,외로움,금천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[노원구] 진로 집단상담 '내 꿈에 날개를 달다!',상담,기타,노원구,"20,30","남성,여성"
[구로구] 구로스테이(9월) (모집완료),프로그램,기타,구로구,"20,30,40,50","남성,여성"
2023년 1인가구 4060 공감지대 프로그램,프로그램,외로움,동작구,"40,50,60,70,80,90,100","남성,여성"
[중장년 1인가구 소셜다이닝 '행복한 밥상'] (마감),프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
1인가구 관계증진 '모두의 식당' 참여자 모집 [모집마감],프로그램,기타,강북구,"20,30","남성,여성"
[서대문구] 상반기 프로그램 안내,프로그램,기타,서대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[송파구1인가구지원센터] 관계개선 프로그램 '마음 건강 검진',프로그램,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 왕초보 자전거 타장 참여자 모집,프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
동일이는 아름다워,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(모집완료)[중랑구] 1인가구지원사업 1인홈트,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
반려식물 만들기 프로그램 '나의 동반자야',프로그램,기타,도봉구,"40,50,60,70,80,90,100",여성
[중장년 1인가구 소셜다이닝 '행복한 밥상'] (마감),프로그램,기타,강서구,"40,50,60,70,80,90,100","남성,여성"
[영등포종합사회복지관]20~30대 청년 1인가구 모임 원쁠원,프로그램,외로움,영등포구,"20,30","남성,여성"
건강 교육 '대사증후군' 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[광진구] 교육 및 여가문화 프로그램 - '내손안의 힐링 : 수(手)락(樂)이들',프로그램,기타,광진구,"20,30,40,50,60,70,80,90,100","남성,여성"
(마감) 그림마루 심리미술 개인상담,상담,외로움,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[강서구]1인가구 프로그램 '스위트홈Ⅰ' [모집마감],프로그램,주거,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구지원사업 슬기로운 1인생활,프로그램,기타,금천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[진행중]싱글 놀이터(요가) 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
서울시 생활밀착형 프로그램! 반려동물 교육,프로그램,기타,은평구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동대문구] 1인가구 생활력 지수 향상 프로젝트 '동일이네 살림백서',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동대문구] 2022 자치구1인가구공모사업 ‘동일이의 나로서기’ 참여자 모집,프로그램,기타,동대문구,"20,30,40,50","남성,여성"
마포1家_반려동물편 번외_컵케이크 만들기(모집종료),프로그램,외로움,마포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
